"Immune_cells" "Inflammation" "Neutrophils" "Proliferation" "Th1" "Th17" "Patient" "Perturbation" "Apoptosis"
"1316" 1 1 1 0.693 0.983 0.697266 "GSM1315667" "IFNGR_OFF" 0.106
"1317" 1 1 1 0.677 1 0.676 "GSM1315667" "IFNAR_OFF" 0.081
"1318" 1 1 1 0 1 0 "GSM1315667" "TNFRSF1A_OFF" 0.099
"1319" 1 1 1 0.686 1 0.683 "GSM1315667" "IL6R_OFF" 0.089385
"1320" 1 1 1 0.677 1 0.676 "GSM1315667" "IL36R_OFF" 0.081
"1321" 1 1 1 0.064 1 0.062 "GSM2211696" "IL17R_OFF" 0
"1322" 1 1 1 1 1 1 "GSM2211696" "IL22R_OFF" 0
"1323" 1 1 1 1 1 1 "GSM2211696" "IL1R1_OFF" 0
"1324" 1 1 1 1 1 0.999 "GSM2211696" "IFNGR_OFF" 0
"1325" 1 1 1 1 1 1 "GSM2211696" "IFNAR_OFF" 0
"1326" 1 1 1 0.064 1 0.063 "GSM2211696" "TNFRSF1A_OFF" 0
"1327" 1 1 1 1 1 1 "GSM2211696" "IL6R_OFF" 0
"1328" 1 1 1 1 1 1 "GSM2211696" "IL36R_OFF" 0
"1329" 1 1 1 0 1 0 "GSM1315757" "IL17R_OFF" 0
"1330" 1 1 1 1 1 1 "GSM1315757" "IL22R_OFF" 0
"1331" 1 1 1 1 1 1 "GSM1315757" "IL1R1_OFF" 0
"1332" 1 1 1 1 1 1 "GSM1315757" "IFNGR_OFF" 0
"1333" 1 1 1 1 1 1 "GSM1315757" "IFNAR_OFF" 0
"1334" 1 1 1 0 1 0 "GSM1315757" "TNFRSF1A_OFF" 0
"1335" 1 1 1 1 1 1 "GSM1315757" "IL6R_OFF" 0
"1336" 1 1 1 1 1 1 "GSM1315757" "IL36R_OFF" 0
"1337" 1 1 1 0 1 0 "GSM1315697" "IL17R_OFF" 0
"1338" 1 1 1 0.999 1 0.999 "GSM1315697" "IL22R_OFF" 0
"1339" 1 1 1 1 1 1 "GSM1315697" "IL1R1_OFF" 0
"1340" 1 1 1 1 1 1 "GSM1315697" "IFNGR_OFF" 0
"1341" 1 1 1 1 1 1 "GSM1315697" "IFNAR_OFF" 0
"1342" 1 1 1 0 1 0 "GSM1315697" "TNFRSF1A_OFF" 0
"1343" 1 1 1 1 1 1 "GSM1315697" "IL6R_OFF" 0
"1344" 1 1 1 1 1 1 "GSM1315697" "IL36R_OFF" 0
"1345" 1 1 1 0.172 1 0.168 "GSM1315740" "IL17R_OFF" 0.153
"1346" 1 1 1 0.393 1 0.389 "GSM1315740" "IL22R_OFF" 0.161
"1347" 1 1 1 0.358 1 0.352 "GSM1315740" "IL1R1_OFF" 0.178
"1348" 1 1 1 0.401 0.987 0.399 "GSM1315740" "IFNGR_OFF" 0.154
"1349" 1 1 1 0.377 1 0.371 "GSM1315740" "IFNAR_OFF" 0.173
"1350" 1 1 1 0 1 0 "GSM1315740" "TNFRSF1A_OFF" 0.169
"1351" 1 1 1 0.388 1 0.387 "GSM1315740" "IL6R_OFF" 0.187
"1352" 1 1 1 0.377 1 0.371 "GSM1315740" "IL36R_OFF" 0.173
"1353" 1 1 1 0.034 1 0.029 "GSM2211708" "IL17R_OFF" 0
"1354" 1 1 1 1 1 0.855 "GSM2211708" "IL22R_OFF" 0
"1355" 1 1 1 1 1 0.846 "GSM2211708" "IL1R1_OFF" 0
"1356" 1 1 1 1 1 0.853 "GSM2211708" "IFNGR_OFF" 0
"1357" 1 1 1 1 1 0.846 "GSM2211708" "IFNAR_OFF" 0
"1358" 1 1 1 0 1 0 "GSM2211708" "TNFRSF1A_OFF" 0
"1359" 1 1 1 1 1 0.86 "GSM2211708" "IL6R_OFF" 0
"1360" 1 1 1 1 1 0.846 "GSM2211708" "IL36R_OFF" 0
"1361" 1 1 1 0 1 0 "GSM1315770" "IL17R_OFF" 0
"1362" 1 1 1 1 1 1 "GSM1315770" "IL22R_OFF" 0
"1363" 1 1 1 1 1 1 "GSM1315770" "IL1R1_OFF" 0
"1364" 1 1 1 1 1 1 "GSM1315770" "IFNGR_OFF" 0
"1365" 1 1 1 1 1 1 "GSM1315770" "IFNAR_OFF" 0
"1366" 1 1 1 0 1 0 "GSM1315770" "TNFRSF1A_OFF" 0
"1367" 1 1 1 1 1 1 "GSM1315770" "IL6R_OFF" 0
"1368" 1 1 1 1 1 1 "GSM1315770" "IL36R_OFF" 0
"1369" 1 1 1 0.379 1 0.381 "GSM3293922" "IL17R_OFF" 0
"1370" 1 1 1 0.552 1 0.554 "GSM3293922" "IL22R_OFF" 0
"1371" 1 1 1 0.574 1 0.575 "GSM3293922" "IL1R1_OFF" 0
"1372" 1 1 1 0.539 1 0.543 "GSM3293922" "IFNGR_OFF" 0
"1373" 1 1 1 0.574 1 0.575 "GSM3293922" "IFNAR_OFF" 0
"1374" 1 1 1 0 1 0 "GSM3293922" "TNFRSF1A_OFF" 0
"1375" 1 1 1 0.561 1 0.57 "GSM3293922" "IL6R_OFF" 0
"1376" 1 1 1 0.574 1 0.575 "GSM3293922" "IL36R_OFF" 0
"1377" 1 1 1 0 1 0 "GSM1315758" "IL17R_OFF" 0
"1378" 1 1 1 1 1 0.995 "GSM1315758" "IL22R_OFF" 0
"1379" 1 1 1 1 1 0.997 "GSM1315758" "IL1R1_OFF" 0
"1380" 1 1 1 1 1 0.997 "GSM1315758" "IFNGR_OFF" 0
"1381" 1 1 1 1 1 0.999 "GSM1315758" "IFNAR_OFF" 0
"1382" 1 1 1 0 1 0 "GSM1315758" "TNFRSF1A_OFF" 0
"1383" 1 1 1 1 1 0.998 "GSM1315758" "IL6R_OFF" 0
"1384" 1 1 1 1 1 0.999 "GSM1315758" "IL36R_OFF" 0
"1385" 1 0.967 1 0 0.836 0 "GSM2211702" "IL17R_OFF" 0
"1386" 1 1 1 0.994 0.832 0.904 "GSM2211702" "IL22R_OFF" 0
"1387" 1 1 1 0.988 0.834 0.908 "GSM2211702" "IL1R1_OFF" 0
"1388" 1 1 1 0.988 0.829 0.916 "GSM2211702" "IFNGR_OFF" 0
"1389" 1 1 1 0.988 0.838 0.905 "GSM2211702" "IFNAR_OFF" 0
"1390" 1 0.998 1 0 0.84 0 "GSM2211702" "TNFRSF1A_OFF" 0
"1391" 1 0.997 1 0.99 0.842 0.915 "GSM2211702" "IL6R_OFF" 0
"1392" 1 1 1 0.988 0.838 0.905 "GSM2211702" "IL36R_OFF" 0
"1393" 1 0.99 1 0.053 1 0.039 "GSM2211714" "IL17R_OFF" 0
"1394" 1 1 1 0.702 1 0.416 "GSM2211714" "IL22R_OFF" 0
"1395" 1 0.998 1 0.676 1 0.423 "GSM2211714" "IL1R1_OFF" 0
"1396" 1 0.998 1 0.692 1 0.405 "GSM2211714" "IFNGR_OFF" 0
"1397" 1 0.996 1 0.683 1 0.425 "GSM2211714" "IFNAR_OFF" 0
"1398" 1 0.997 1 0 1 0 "GSM2211714" "TNFRSF1A_OFF" 0
"1399" 1 0.998 1 0.702 1 0.402 "GSM2211714" "IL6R_OFF" 0
"1400" 1 0.996 1 0.683 1 0.425 "GSM2211714" "IL36R_OFF" 0
"1401" 1 0.996 0.999 0 1 0 "GSM1930390" "IL17R_OFF" 0
"1402" 1 1 1 0.986 0.998 0.957 "GSM1930390" "IL22R_OFF" 0
"1403" 1 1 1 0.988 0.998 0.968 "GSM1930390" "IL1R1_OFF" 0
"1404" 1 1 1 0.98 0.998 0.95 "GSM1930390" "IFNGR_OFF" 0
"1405" 1 1 1 0.989 0.998 0.968 "GSM1930390" "IFNAR_OFF" 0
"1406" 1 1 0.999 0 1 0 "GSM1930390" "TNFRSF1A_OFF" 0
"1407" 1 1 1 0.988 1 0.961 "GSM1930390" "IL6R_OFF" 0
"1408" 1 1 1 0.989 0.998 0.968 "GSM1930390" "IL36R_OFF" 0
"1409" 1 1 1 0.334 1 0.30052 "GSM3293923" "IL17R_OFF" 0.075
"1410" 1 1 1 0.511 1 0.472 "GSM3293923" "IL22R_OFF" 0.112
"1411" 1 1 1 0.518 1 0.488336 "GSM3293923" "IL1R1_OFF" 0.093
"1412" 1 1 1 0.508 1 0.475 "GSM3293923" "IFNGR_OFF" 0.095
"1413" 1 1 1 0.518 1 0.488336 "GSM3293923" "IFNAR_OFF" 0.093
"1414" 1 1 1 0 1 0 "GSM3293923" "TNFRSF1A_OFF" 0.097
"1415" 1 1 1 0.519 1 0.476 "GSM3293923" "IL6R_OFF" 0.097
"1416" 1 1 1 0.518 1 0.488336 "GSM3293923" "IL36R_OFF" 0.093
"1417" 1 1 1 0 1 0 "GSM1315741" "IL17R_OFF" 0
"1418" 1 1 1 0.969662 1 0.966 "GSM1315741" "IL22R_OFF" 0
"1419" 1 1 1 0.966 1 0.966 "GSM1315741" "IL1R1_OFF" 0
"1420" 1 1 1 0.966 1 0.965 "GSM1315741" "IFNGR_OFF" 0
"1421" 1 1 1 0.962 1 0.963 "GSM1315741" "IFNAR_OFF" 0
"1422" 1 1 1 0 1 0 "GSM1315741" "TNFRSF1A_OFF" 0
"1423" 1 1 1 0.972 1 0.971 "GSM1315741" "IL6R_OFF" 0
"1424" 1 1 1 0.962 1 0.963 "GSM1315741" "IL36R_OFF" 0
"1425" 1 1 1 0.051 1 0.051 "GSM1315765" "IL17R_OFF" 0
"1426" 1 1 1 0.889 1 0.891 "GSM1315765" "IL22R_OFF" 0
"1427" 1 1 1 0.901 1 0.901 "GSM1315765" "IL1R1_OFF" 0
"1428" 1 1 1 0.881 1 0.882 "GSM1315765" "IFNGR_OFF" 0
"1429" 1 1 1 0.893 1 0.895 "GSM1315765" "IFNAR_OFF" 0
"1430" 1 1 1 0 1 0 "GSM1315765" "TNFRSF1A_OFF" 0
"1431" 1 1 1 0.881 1 0.878 "GSM1315765" "IL6R_OFF" 0
"1432" 1 1 1 0.893 1 0.895 "GSM1315765" "IL36R_OFF" 0
"1433" 1 1 1 0.01 1 0.008 "GSM1315761" "IL17R_OFF" 0.003
"1434" 1 1 1 0.971 1 0.546 "GSM1315761" "IL22R_OFF" 0.002
"1435" 1 1 1 0.972 1 0.531 "GSM1315761" "IL1R1_OFF" 0.001
"1436" 1 1 1 0.966 1 0.542 "GSM1315761" "IFNGR_OFF" 0.002
"1437" 1 1 1 0.973 1 0.534 "GSM1315761" "IFNAR_OFF" 0.002
"1438" 1 1 1 0 1 0 "GSM1315761" "TNFRSF1A_OFF" 0.003
"1439" 1 1 1 0.978 1 0.559 "GSM1315761" "IL6R_OFF" 0.004
"1440" 1 1 1 0.973 1 0.534 "GSM1315761" "IL36R_OFF" 0.002
"1441" 1 1 1 0.128 1 0.126 "GSM1656072" "IL17R_OFF" 0
"1442" 1 1 1 0.916 1 0.912999 "GSM1656072" "IL22R_OFF" 0
"1443" 1 1 1 0.909 1 0.911 "GSM1656072" "IL1R1_OFF" 0
"1444" 1 1 1 0.901 1 0.902 "GSM1656072" "IFNGR_OFF" 0
"1445" 1 1 1 0.9 1 0.902 "GSM1656072" "IFNAR_OFF" 0
"1446" 1 1 1 0.014 1 0.014 "GSM1656072" "TNFRSF1A_OFF" 0
"1447" 1 1 1 0.899 1 0.893 "GSM1656072" "IL6R_OFF" 0
"1448" 1 1 1 0.9 1 0.902 "GSM1656072" "IL36R_OFF" 0
"1449" 1 1 1 0 1 0 "GSM1315788" "IL17R_OFF" 0
"1450" 1 1 1 0.917 1 0.92 "GSM1315788" "IL22R_OFF" 0
"1451" 1 1 1 0.932 1 0.932 "GSM1315788" "IL1R1_OFF" 0
"1452" 1 1 1 0.922497 1 0.923 "GSM1315788" "IFNGR_OFF" 0
"1453" 1 1 1 0.935 1 0.93 "GSM1315788" "IFNAR_OFF" 0
"1454" 1 1 1 0 1 0 "GSM1315788" "TNFRSF1A_OFF" 0
"1455" 1 1 1 0.915 1 0.915 "GSM1315788" "IL6R_OFF" 0
"1456" 1 1 1 0.935 1 0.93 "GSM1315788" "IL36R_OFF" 0
"1457" 1 1 1 0 1 0 "GSM1315666" "IL17R_OFF" 0
"1458" 1 1 1 0.988 1 0.988 "GSM1315666" "IL22R_OFF" 0
"1459" 1 1 1 0.99 1 0.99 "GSM1315666" "IL1R1_OFF" 0
"1460" 1 1 1 0.979 1 0.98 "GSM1315666" "IFNGR_OFF" 0
"1461" 1 1 1 0.987 1 0.986 "GSM1315666" "IFNAR_OFF" 0
"1462" 1 1 1 0 1 0 "GSM1315666" "TNFRSF1A_OFF" 0
"1463" 1 1 1 0.984 1 0.983 "GSM1315666" "IL6R_OFF" 0
"1464" 1 1 1 0.987 1 0.986 "GSM1315666" "IL36R_OFF" 0
"1465" 1 1 1 0 1 0 "GSM1315790" "IL17R_OFF" 0
"1466" 1 1 1 0.919 1 0.921 "GSM1315790" "IL22R_OFF" 0
"1467" 1 1 1 0.934 1 0.931 "GSM1315790" "IL1R1_OFF" 0
"1468" 1 1 1 0.927 1 0.925 "GSM1315790" "IFNGR_OFF" 0
"1469" 1 1 1 0.929 1 0.929 "GSM1315790" "IFNAR_OFF" 0
"1470" 1 1 1 0 1 0 "GSM1315790" "TNFRSF1A_OFF" 0
"1471" 1 1 1 0.924 1 0.923838 "GSM1315790" "IL6R_OFF" 0
"1472" 1 1 1 0.929 1 0.929 "GSM1315790" "IL36R_OFF" 0
"1473" 1 1 1 0.066547 0.874 0.066 "GSM1930398" "IL17R_OFF" 0
"1474" 1 1 1 0.803 0.886 0.804174 "GSM1930398" "IL22R_OFF" 0
"1475" 1 1 1 0.814 0.888 0.811 "GSM1930398" "IL1R1_OFF" 0
"1476" 1 1 1 0.795 0.869 0.794 "GSM1930398" "IFNGR_OFF" 0
"1477" 1 1 1 0.816 0.867311 0.814 "GSM1930398" "IFNAR_OFF" 0
"1478" 1 1 1 0 0.885 0 "GSM1930398" "TNFRSF1A_OFF" 0
"1479" 1 1 1 0.827 0.873 0.824 "GSM1930398" "IL6R_OFF" 0
"1480" 1 1 1 0.816 0.867311 0.814 "GSM1930398" "IL36R_OFF" 0
"1481" 1 1 1 0.839 1 0.838 "GSM1315674" "EP2_OFF" 0.002
"1482" 1 1 1 0.839 1 0.838 "GSM1315674" "EP4_OFF" 0.002
"1483" 1 1 1 0 1 0 "GSM1315674" "EP2_OFF, EP4_OFF" 0
"1484" 1 1 1 0.962 0.956 0.957 "GSM1315744" "EP2_OFF" 0
"1485" 1 1 1 0.962 0.956 0.957 "GSM1315744" "EP4_OFF" 0
"1486" 1 1 1 0 0.958 0 "GSM1315744" "EP2_OFF, EP4_OFF" 0
"1487" 1 1 1 0.662 1 0.65 "GSM1162982" "EP2_OFF" 0
"1488" 1 1 1 0.662 1 0.65 "GSM1162982" "EP4_OFF" 0
"1489" 1 1 1 0 1 0 "GSM1162982" "EP2_OFF, EP4_OFF" 0
"1490" 1 1 1 1 1 1 "GSM1315687" "EP2_OFF" 0
"1491" 1 1 1 1 1 1 "GSM1315687" "EP4_OFF" 0
"1492" 1 1 1 0 0.999 0 "GSM1315687" "EP2_OFF, EP4_OFF" 0
"1493" 1 1 1 0.768 1 0.774 "GSM1162990" "EP2_OFF" 0
"1494" 1 1 1 0.768 1 0.774 "GSM1162990" "EP4_OFF" 0
"1495" 1 1 1 0 1 0 "GSM1162990" "EP2_OFF, EP4_OFF" 0
"1496" 1 1 1 0.598 0.996 0.28 "GSM1315672" "EP2_OFF" 0.03
"1497" 1 1 1 0.598 0.996 0.28 "GSM1315672" "EP4_OFF" 0.03
"1498" 1 1 1 0 0.993 0 "GSM1315672" "EP2_OFF, EP4_OFF" 0.03
"1499" 1 1 1 0.883 1 0.88 "GSM1315756" "EP2_OFF" 0
"1500" 1 1 1 0.883 1 0.88 "GSM1315756" "EP4_OFF" 0
"1501" 1 1 1 0 1 0 "GSM1315756" "EP2_OFF, EP4_OFF" 0
"1502" 1 1 1 0.573579 1 0.577 "GSM1315776" "EP2_OFF" 0
"1503" 1 1 1 0.573579 1 0.577 "GSM1315776" "EP4_OFF" 0
"1504" 1 1 1 0.238 1 0.234 "GSM1315776" "EP2_OFF, EP4_OFF" 0
"1505" 1 1 1 0.829 1 0.428 "GSM1315748" "EP2_OFF" 0
"1506" 1 1 1 0.829 1 0.428 "GSM1315748" "EP4_OFF" 0
"1507" 1 1 1 0 1 0 "GSM1315748" "EP2_OFF, EP4_OFF" 0
"1508" 1 1 1 0.995 1 0.991 "GSM1162998" "EP2_OFF" 0
"1509" 1 1 1 0.995 1 0.991 "GSM1162998" "EP4_OFF" 0
"1510" 1 1 1 0.021 1 0.021 "GSM1162998" "EP2_OFF, EP4_OFF" 0
"1511" 1 1 1 0.806 1 0.806 "GSM1315753" "EP2_OFF" 0
"1512" 1 1 1 0.806 1 0.806 "GSM1315753" "EP4_OFF" 0
"1513" 1 1 1 0.003 1 0.003 "GSM1315753" "EP2_OFF, EP4_OFF" 0
"1514" 1 0.999 0.984 0.747 0.777 0.588 "GSM2211701" "EP2_OFF" 0
"1515" 1 0.999 0.984 0.747 0.777 0.588 "GSM2211701" "EP4_OFF" 0
"1516" 1 1 0.952 0.003 0.795 0.003 "GSM2211701" "EP2_OFF, EP4_OFF" 0
"1517" 1 1 1 0.964 1 0.951 "GSM2211704" "EP2_OFF" 0
"1518" 1 1 1 0.964 1 0.951 "GSM2211704" "EP4_OFF" 0
"1519" 1 1 1 0 1 0 "GSM2211704" "EP2_OFF, EP4_OFF" 0
"1520" 1 1 1 1 1 1 "GSM1315752" "EP2_OFF" 0
"1521" 1 1 1 1 1 1 "GSM1315752" "EP4_OFF" 0
"1522" 1 1 1 0 1 0 "GSM1315752" "EP2_OFF, EP4_OFF" 0
"1523" 1 1 1 0.381 1 0.352 "GSM3293913" "EP2_OFF" 0
"1524" 1 1 1 0.381 1 0.352 "GSM3293913" "EP4_OFF" 0
"1525" 1 1 1 0 1 0 "GSM3293913" "EP2_OFF, EP4_OFF" 0.002
"1526" 1 1 1 0.83 1 0.828 "GSM1315640" "EP2_OFF" 0.253
"1527" 1 1 1 0.83 1 0.828 "GSM1315640" "EP4_OFF" 0.253
"1528" 1 1 1 0 1 0 "GSM1315640" "EP2_OFF, EP4_OFF" 0.218
"1529" 1 0.984 0.991 0.715 1 0.284 "GSM3293897" "EP2_OFF" 0
"1530" 1 0.984 0.991 0.715 1 0.284 "GSM3293897" "EP4_OFF" 0
"1531" 1 0.985 0.981 0 0.998 0 "GSM3293897" "EP2_OFF, EP4_OFF" 0
"1532" 1 1 1 1 1 1 "GSM1656070" "EP2_OFF" 0
"1533" 1 1 1 1 1 1 "GSM1656070" "EP4_OFF" 0
"1534" 1 1 1 0 1 0 "GSM1656070" "EP2_OFF, EP4_OFF" 0
"1535" 1 0.9 1 0.927 0.685 0.463 "GSM2882408" "EP2_OFF" 0
"1536" 1 0.9 1 0.927 0.685 0.463 "GSM2882408" "EP4_OFF" 0
"1537" 1 0.874 1 0 0.686 0 "GSM2882408" "EP2_OFF, EP4_OFF" 0
"1538" 1 1 1 0.621 1 0.536 "GSM1315633" "EP2_OFF" 0
"1539" 1 1 1 0.621 1 0.536 "GSM1315633" "EP4_OFF" 0
"1540" 1 1 1 0 1 0 "GSM1315633" "EP2_OFF, EP4_OFF" 0
"1541" 1 1 1 0.194 0.699 0.191 "GSM1315610" "EP2_OFF" 0
"1542" 1 1 1 0.194 0.699 0.191 "GSM1315610" "EP4_OFF" 0
"1543" 1 1 1 0.14 0.687 0.141 "GSM1315610" "EP2_OFF, EP4_OFF" 0
"1544" 1 1 1 0.997 1 0.997 "GSM1930394" "EP2_OFF" 0
"1545" 1 1 1 0.997 1 0.997 "GSM1930394" "EP4_OFF" 0
"1546" 1 1 1 0 1 0 "GSM1930394" "EP2_OFF, EP4_OFF" 0
"1547" 1 1 1 0.963 1 0.963 "GSM2211691" "EP2_OFF" 0
"1548" 1 1 1 0.963 1 0.963 "GSM2211691" "EP4_OFF" 0
"1549" 1 1 1 0 0.999 0 "GSM2211691" "EP2_OFF, EP4_OFF" 0
"1550" 1 1 1 0.867203 1 0.671 "GSM2211707" "EP2_OFF" 0
"1551" 1 1 1 0.867203 1 0.671 "GSM2211707" "EP4_OFF" 0
"1552" 1 1 1 0 1 0 "GSM2211707" "EP2_OFF, EP4_OFF" 0
"1553" 1 1 1 0.694 1 0.694 "GSM3293917" "EP2_OFF" 0
"1554" 1 1 1 0.694 1 0.694 "GSM3293917" "EP4_OFF" 0
"1555" 1 1 1 0 1 0 "GSM3293917" "EP2_OFF, EP4_OFF" 0
"1556" 1 1 1 0.514 0.961 0.152 "GSM1656074" "EP2_OFF" 0
"1557" 1 1 1 0.514 0.961 0.152 "GSM1656074" "EP4_OFF" 0
"1558" 1 1 1 0 0.956 0 "GSM1656074" "EP2_OFF, EP4_OFF" 0
"1559" 1 1 1 1 1 1 "GSM1656066" "EP2_OFF" 0
"1560" 1 1 1 1 1 1 "GSM1656066" "EP4_OFF" 0
"1561" 1 1 1 0 1 0 "GSM1656066" "EP2_OFF, EP4_OFF" 0
"1562" 1 1 1 1 1 1 "GSM1315612" "EP2_OFF" 0
"1563" 1 1 1 1 1 1 "GSM1315612" "EP4_OFF" 0
"1564" 1 1 1 0 1 0 "GSM1315612" "EP2_OFF, EP4_OFF" 0
"1565" 1 0.966 1 0.484 0.777 0.144 "GSM2211693" "EP2_OFF" 0
"1566" 1 0.966 1 0.484 0.777 0.144 "GSM2211693" "EP4_OFF" 0
"1567" 1 0.944 1 0 0.81 0 "GSM2211693" "EP2_OFF, EP4_OFF" 0
"1568" 1 1 1 0.998 0.998 0.998 "GSM1930393" "EP2_OFF" 0
"1569" 1 1 1 0.998 0.998 0.998 "GSM1930393" "EP4_OFF" 0
"1570" 1 1 1 0.046 0.999 0.046 "GSM1930393" "EP2_OFF, EP4_OFF" 0
"1571" 1 1 1 0.828 0.989 0.824 "GSM1930400" "EP2_OFF" 0
"1572" 1 1 1 0.828 0.989 0.824 "GSM1930400" "EP4_OFF" 0
"1573" 1 1 1 0 0.993 0 "GSM1930400" "EP2_OFF, EP4_OFF" 0
"1574" 1 1 1 0.991 0.871 0.837 "GSM1315692" "EP2_OFF" 0
"1575" 1 1 1 0.991 0.871 0.837 "GSM1315692" "EP4_OFF" 0
"1576" 1 1 1 0 0.878 0 "GSM1315692" "EP2_OFF, EP4_OFF" 0
"1577" 1 1 1 0.988 1 1 "GSM1163030" "EP2_OFF" 0
"1578" 1 1 1 0.988 1 1 "GSM1163030" "EP4_OFF" 0
"1579" 1 1 1 0 1 0 "GSM1163030" "EP2_OFF, EP4_OFF" 0
"1580" 1 1 1 0.932 1 0.931 "GSM1315701" "EP2_OFF" 0.009
"1581" 1 1 1 0.932 1 0.931 "GSM1315701" "EP4_OFF" 0.009
"1582" 1 1 1 0 1 0 "GSM1315701" "EP2_OFF, EP4_OFF" 0.011
"1583" 1 1 0.994 0.742 1 0.729 "GSM3293912" "EP2_OFF" 0
"1584" 1 1 0.994 0.742 1 0.729 "GSM3293912" "EP4_OFF" 0
"1585" 1 1 0.975 0 1 0 "GSM3293912" "EP2_OFF, EP4_OFF" 0
"1586" 1 1 1 0.784 1 0.753 "GSM1023439" "EP2_OFF" 0
"1587" 1 1 1 0.784 1 0.753 "GSM1023439" "EP4_OFF" 0
"1588" 1 1 1 0.188 1 0.179 "GSM1023439" "EP2_OFF, EP4_OFF" 0
"1589" 1 1 1 0.981 1 0.982 "GSM1163022" "EP2_OFF" 0
"1590" 1 1 1 0.981 1 0.982 "GSM1163022" "EP4_OFF" 0
"1591" 1 1 1 0 1 0 "GSM1163022" "EP2_OFF, EP4_OFF" 0
"1592" 1 1 1 0.709 1 0.708 "GSM1656078" "EP2_OFF" 0
"1593" 1 1 1 0.709 1 0.708 "GSM1656078" "EP4_OFF" 0
"1594" 1 1 1 0 1 0 "GSM1656078" "EP2_OFF, EP4_OFF" 0
"1595" 1 1 1 0.898 1 0.882 "GSM2211698" "EP2_OFF" 0
"1596" 1 1 1 0.898 1 0.882 "GSM2211698" "EP4_OFF" 0
"1597" 1 0.999 1 0 1 0 "GSM2211698" "EP2_OFF, EP4_OFF" 0
"1598" 1 1 1 1 1 1 "GSM2211711" "EP2_OFF" 0
"1599" 1 1 1 1 1 1 "GSM2211711" "EP4_OFF" 0
"1600" 1 1 1 0 1 0 "GSM2211711" "EP2_OFF, EP4_OFF" 0
"1601" 1 1 1 0.995 1 0.976 "GSM1315670" "EP2_OFF" 0
"1602" 1 1 1 0.995 1 0.976 "GSM1315670" "EP4_OFF" 0
"1603" 1 1 1 0 1 0 "GSM1315670" "EP2_OFF, EP4_OFF" 0
"1604" 1 1 1 0.18 1 0.18 "GSM1561616" "EP2_OFF" 0.343
"1605" 1 1 1 0.18 1 0.18 "GSM1561616" "EP4_OFF" 0.343
"1606" 1 1 1 0 1 0 "GSM1561616" "EP2_OFF, EP4_OFF" 0.338
"1607" 1 1 1 0.922 0.996 0.921 "GSM1315688" "EP2_OFF" 0.003
"1608" 1 1 1 0.922 0.996 0.921 "GSM1315688" "EP4_OFF" 0.003
"1609" 1 1 1 0 0.994 0 "GSM1315688" "EP2_OFF, EP4_OFF" 0.003
"1610" 1 1 1 0.619 1 0.621 "GSM1315789" "EP2_OFF" 0
"1611" 1 1 1 0.619 1 0.621 "GSM1315789" "EP4_OFF" 0
"1612" 1 1 1 0.042 1 0.046 "GSM1315789" "EP2_OFF, EP4_OFF" 0
"1613" 1 1 1 0.697 1 0.677 "GSM3293920" "EP2_OFF" 0.003
"1614" 1 1 1 0.697 1 0.677 "GSM3293920" "EP4_OFF" 0.003
"1615" 1 1 1 0 1 0 "GSM3293920" "EP2_OFF, EP4_OFF" 0.007
"1616" 1 1 1 0.999 1 0.999 "GSM1315641" "EP2_OFF" 0.001
"1617" 1 1 1 0.999 1 0.999 "GSM1315641" "EP4_OFF" 0.001
"1618" 1 1 1 0 1 0 "GSM1315641" "EP2_OFF, EP4_OFF" 0.001
"1619" 1 1 1 1 1 0.999 "GSM1315775" "EP2_OFF" 0
"1620" 1 1 1 1 1 0.999 "GSM1315775" "EP4_OFF" 0
"1621" 1 1 1 0 1 0 "GSM1315775" "EP2_OFF, EP4_OFF" 0
"1622" 1 1 0.999 0.628 0.799 0.548 "GSM1656076" "EP2_OFF" 0
"1623" 1 1 0.999 0.628 0.799 0.548 "GSM1656076" "EP4_OFF" 0
"1624" 1 1 0.999 0 0.792 0 "GSM1656076" "EP2_OFF, EP4_OFF" 0
"1625" 1 1 1 0.906 1 0.908 "GSM1315700" "EP2_OFF" 0
"1626" 1 1 1 0.906 1 0.908 "GSM1315700" "EP4_OFF" 0
"1627" 1 1 1 0 1 0 "GSM1315700" "EP2_OFF, EP4_OFF" 0
"1628" 1 1 1 0.936 1 0.934 "GSM3293910" "EP2_OFF" 0
"1629" 1 1 1 0.936 1 0.934 "GSM3293910" "EP4_OFF" 0
"1630" 1 1 1 0 1 0 "GSM3293910" "EP2_OFF, EP4_OFF" 0
"1631" 1 1 1 1 1 1 "GSM1656054" "EP2_OFF" 0
"1632" 1 1 1 1 1 1 "GSM1656054" "EP4_OFF" 0
"1633" 1 1 1 0 1 0 "GSM1656054" "EP2_OFF, EP4_OFF" 0
"1634" 1 1 1 0.996 1 0.995 "GSM1315673" "EP2_OFF" 0
"1635" 1 1 1 0.996 1 0.995 "GSM1315673" "EP4_OFF" 0
"1636" 1 1 1 0 1 0 "GSM1315673" "EP2_OFF, EP4_OFF" 0
"1637" 1 1 1 0.232 1 0.23 "GSM1315609" "EP2_OFF" 0
"1638" 1 1 1 0.232 1 0.23 "GSM1315609" "EP4_OFF" 0
"1639" 1 1 1 0.006 1 0.006 "GSM1315609" "EP2_OFF, EP4_OFF" 0
"1640" 1 1 1 0.352 0.903 0.272 "GSM3293918" "EP2_OFF" 0
